1477478135	0.043446	0.549526	1.158334	0.120342	-0.701568	-0.297259	0.037038	-0.522283	-0.851967	-0.018743	0.006551	0.013985	32.690769	-16.836575	-20.994877
1477478135	0.038398	0.550176	1.155091	0.06405	-0.665367	-0.263328	0.032723	-0.522837	-0.851804	-0.019189	-0.002126	0.031812	32.541576	-16.731148	-21.30859
1477478135	0.03389	0.550362	1.152252	0.01832	-0.574786	-0.232394	0.02888	-0.522996	-0.851846	-0.015346	-0.001968	0.031854	32.541576	-16.731148	-21.30859
1477478135	0.030261	0.550275	1.149938	-0.006054	-0.450988	-0.185507	0.02579	-0.522922	-0.85199	-0.009615	-0.017163	0.04564	32.541576	-16.731148	-21.30859
1477478135	0.027329	0.552388	1.148466	-0.003793	-0.299337	-0.132359	0.023262	-0.524722	-0.850956	-0.009865	-0.054334	0.066395	32.303669	-16.531813	-21.82003
1477478135	0.026096	0.552444	1.147197	0.013254	-0.156274	-0.100768	0.022212	-0.524769	-0.850955	-0.008815	-0.054286	0.066393	32.303669	-16.531813	-21.82003
1477478135	0.025979	0.552656	1.146212	0.022819	-0.032475	-0.077738	0.022109	-0.52495	-0.850846	-0.008712	-0.054106	0.066285	32.303669	-16.531813	-21.82003
1477478135	0.026835	0.552551	1.145588	-0.025057	0.081557	-0.044505	0.022839	-0.52486	-0.850882	-0.022564	-0.038296	0.05802	32.303669	-16.531813	-21.82003
1477478135	0.028605	0.55141	1.145522	-0.147413	0.206029	0.003515	0.024362	-0.523889	-0.851438	-0.024087	-0.039267	0.058576	32.303669	-16.531813	-21.82003
1477478135	0.031278	0.548713	1.145994	-0.313483	0.318541	0.041302	0.026682	-0.521589	-0.852779	-0.025599	-0.010561	0.026348	32.306686	-16.465076	-21.865969
1477478135	0.033463	0.54475	1.147472	-0.449702	0.386382	0.074212	0.028614	-0.518204	-0.854778	-0.024097	0.000702	0.013378	32.306686	-16.465076	-21.865969
1477478135	0.036174	0.539749	1.149252	-0.514017	0.336593	0.172785	0.031025	-0.513921	-0.857276	-0.026508	-0.003581	0.015876	32.306686	-16.465076	-21.865969
1477478135	0.036242	0.535086	1.153311	-0.46153	0.18018	0.366438	0.031169	-0.509915	-0.85966	-0.077068	0.050076	-0.011144	32.467957	-16.299618	-21.750767
1477478135	0.035339	0.530959	1.15765	-0.412631	0.135472	0.341075	0.030467	-0.506361	-0.861784	0.043691	-0.041995	-0.0264	32.467957	-16.299618	-21.750767
1477478135	0.036194	0.52728	1.16054	-0.364681	0.265922	0.195174	0.031271	-0.503184	-0.863613	0.042886	-0.045171	-0.024571	32.467957	-16.299618	-21.750767
1477478135	0.039865	0.52056	1.160658	-0.287091	0.274687	-0.005131	0.034575	-0.497366	-0.866851	0.022798	0.080176	-0.027756	32.442245	-16.321373	-21.7728
1477478135	0.042347	0.519084	1.159333	-0.083289	0.162812	-0.144678	0.036758	-0.496085	-0.867496	0.019486	0.067389	0.000644	32.442245	-16.321373	-21.7728
1477478135	0.044067	0.520358	1.157413	0.214971	0.038149	-0.164861	0.038222	-0.497191	-0.866799	0.018022	0.068495	-0.000053	32.442245	-16.321373	-21.7728
1477478135	0.044476	0.524776	1.154972	0.52487	-0.117485	-0.204563	0.038479	-0.501019	-0.86458	0.027088	0.03468	-0.004011	32.627644	-16.076408	-21.677807
1477478135	0.042253	0.539805	1.148759	0.821206	-0.364673	-0.216925	0.036234	-0.513969	-0.857043	0.013509	-0.048577	-0.021817	32.639217	-16.144768	-21.609472
1477478135	0.044149	0.531827	1.151763	0.740018	-0.258528	-0.234554	0.038038	-0.507109	-0.861042	0.011705	-0.055437	-0.017818	32.639217	-16.144768	-21.609472
1477478135	0.039824	0.547503	1.146188	0.75133	-0.371262	-0.177832	0.033994	-0.520557	-0.85315	0.008929	-0.033429	-0.025665	32.639217	-16.144768	-21.609472
1477478135	0.037893	0.553505	1.144152	0.551178	-0.267426	-0.141838	0.032227	-0.525672	-0.850077	-0.002762	-0.006219	0.002649	32.527905	-16.439499	-21.555038
1477478135	0.037121	0.557079	1.142615	0.297698	-0.121194	-0.109242	0.031501	-0.528709	-0.848218	-0.002036	-0.003182	0.000791	32.527905	-16.439499	-21.555038
1477478135	0.037538	0.558146	1.141641	0.051725	0.022984	-0.068212	0.031833	-0.529615	-0.847641	-0.002186	-0.024508	0.03833	32.527905	-16.439499	-21.555038
